Year,Units,Territorio,Value
2015,Porcentaje,ES70,96.1
2016,Porcentaje,ES70,89.2
2017,Porcentaje,ES70,90.4
2019,Porcentaje,ES70,95.8
2015,Porcentaje,ES,95.15
2016,Porcentaje,ES,94.18
2017,Porcentaje,ES,93.16
2019,Porcentaje,ES,95.11
