Year,Units,Territorio,Value
2015,Porcentaje,ES,61.28
2016,Porcentaje,ES,61.41
2017,Porcentaje,ES,64.11
2019,Porcentaje,ES,67.48
2015,Porcentaje,ES70,55.89
2016,Porcentaje,ES70,55.3
2017,Porcentaje,ES70,62.49
2019,Porcentaje,ES70,60.4
