Year,Units,Territorio,Value
2014,Porcentaje,ES70,0.0
2015,Porcentaje,ES70,0.0
2016,Porcentaje,ES70,0.0
2017,Porcentaje,ES70,0.0
2014,Porcentaje,ES,11.8
2015,Porcentaje,ES,12.71
2016,Porcentaje,ES,12.02
2017,Porcentaje,ES,12.73
