Year,Units,Territorio,Value
2011,Porcentaje,ES70,-2.87
2012,Porcentaje,ES70,-3.8
2013,Porcentaje,ES70,-5.08
2014,Porcentaje,ES70,-1.99
2015,Porcentaje,ES70,-0.04
2016,Porcentaje,ES70,0.4
2017,Porcentaje,ES70,1.12
2018,Porcentaje,ES70,2.73
2015,Porcentaje,ES,-1.15
2016,Porcentaje,ES,0.0
2017,Porcentaje,ES,1.1
2018,Porcentaje,ES,2.35
2019,Porcentaje,ES,2.49
