Year,Units,Territorio,Value
2010,Porcentaje,ES70,92.3
2011,Porcentaje,ES70,91.4
2012,Porcentaje,ES70,95.1
2013,Porcentaje,ES70,94.1
2014,Porcentaje,ES70,94.1
2015,Porcentaje,ES70,90.3
2017,Porcentaje,ES70,92.9
2019,Porcentaje,ES70,95.2
2012,Porcentaje,ES,94.65
2013,Porcentaje,ES,94.01
2014,Porcentaje,ES,94.68
2015,Porcentaje,ES,95.38
2017,Porcentaje,ES,96.21
2019,Porcentaje,ES,96.73
