Year,Units,Territorio,Value
2015,Porcentaje,ES70,60.7
2016,Porcentaje,ES70,59.4
2017,Porcentaje,ES70,65.8
2019,Porcentaje,ES70,64.7
2015,Porcentaje,ES,65.23
2016,Porcentaje,ES,65.22
2017,Porcentaje,ES,67.49
2019,Porcentaje,ES,70.76
