Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,7.68
2015,UNIDAD_MEDIDA.PT,ES,7.21
2016,UNIDAD_MEDIDA.PT,ES,7.69
2017,UNIDAD_MEDIDA.PT,ES,8.15
2018,UNIDAD_MEDIDA.PT,ES,11.44
2019,UNIDAD_MEDIDA.PT,ES,8.71
2020,UNIDAD_MEDIDA.PT,ES,7.83
2021,UNIDAD_MEDIDA.PT,ES,7.59
2022,UNIDAD_MEDIDA.PT,ES,7.19
2014,UNIDAD_MEDIDA.PT,ES70,49.64
2015,UNIDAD_MEDIDA.PT,ES70,64.71
2016,UNIDAD_MEDIDA.PT,ES70,73.71
2017,UNIDAD_MEDIDA.PT,ES70,84.29
2018,UNIDAD_MEDIDA.PT,ES70,82.82
2019,UNIDAD_MEDIDA.PT,ES70,62.85
2020,UNIDAD_MEDIDA.PT,ES70,49.67
2021,UNIDAD_MEDIDA.PT,ES70,66.31
2022,UNIDAD_MEDIDA.PT,ES70,44.74
