Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,56.92
2012,UNIDAD_MEDIDA.PT,ES,50.33
2013,UNIDAD_MEDIDA.PT,ES,40.34
2014,UNIDAD_MEDIDA.PT,ES,43.22
2015,UNIDAD_MEDIDA.PT,ES,49.03
2016,UNIDAD_MEDIDA.PT,ES,47.51
2017,UNIDAD_MEDIDA.PT,ES,53.31
2018,UNIDAD_MEDIDA.PT,ES,53.95
2019,UNIDAD_MEDIDA.PT,ES,59.77
2020,UNIDAD_MEDIDA.PT,ES,68.02
2021,UNIDAD_MEDIDA.PT,ES,62.19
2022,UNIDAD_MEDIDA.PT,ES,55.56
2011,UNIDAD_MEDIDA.PT,ES70,34.04
2012,UNIDAD_MEDIDA.PT,ES70,40.66
2013,UNIDAD_MEDIDA.PT,ES70,18.02
2014,UNIDAD_MEDIDA.PT,ES70,28.97
2015,UNIDAD_MEDIDA.PT,ES70,41.51
2016,UNIDAD_MEDIDA.PT,ES70,23.58
2017,UNIDAD_MEDIDA.PT,ES70,39.25
2018,UNIDAD_MEDIDA.PT,ES70,29.36
2019,UNIDAD_MEDIDA.PT,ES70,45.71
2020,UNIDAD_MEDIDA.PT,ES70,67.46
2021,UNIDAD_MEDIDA.PT,ES70,58.39
2022,UNIDAD_MEDIDA.PT,ES70,48.19
