Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,0.25
2011,UNIDAD_MEDIDA.IX,ES,0.25
2012,UNIDAD_MEDIDA.IX,ES,0.25
2013,UNIDAD_MEDIDA.IX,ES,0.25
2014,UNIDAD_MEDIDA.IX,ES,0.25
2015,UNIDAD_MEDIDA.IX,ES,0.25
2016,UNIDAD_MEDIDA.IX,ES,0.25
2017,UNIDAD_MEDIDA.IX,ES,0.25
2018,UNIDAD_MEDIDA.IX,ES,0.26
2019,UNIDAD_MEDIDA.IX,ES,0.26
2020,UNIDAD_MEDIDA.IX,ES,0.26
2021,UNIDAD_MEDIDA.IX,ES,0.26
2022,UNIDAD_MEDIDA.IX,ES,0.26
2023,UNIDAD_MEDIDA.IX,ES,0.26
2010,UNIDAD_MEDIDA.IX,ES70,0.23
2011,UNIDAD_MEDIDA.IX,ES70,0.24
2012,UNIDAD_MEDIDA.IX,ES70,0.26
2013,UNIDAD_MEDIDA.IX,ES70,0.24
2014,UNIDAD_MEDIDA.IX,ES70,0.25
2015,UNIDAD_MEDIDA.IX,ES70,0.25
2016,UNIDAD_MEDIDA.IX,ES70,0.25
2017,UNIDAD_MEDIDA.IX,ES70,0.25
2018,UNIDAD_MEDIDA.IX,ES70,0.25
2019,UNIDAD_MEDIDA.IX,ES70,0.25
2020,UNIDAD_MEDIDA.IX,ES70,0.25
2021,UNIDAD_MEDIDA.IX,ES70,0.25
2022,UNIDAD_MEDIDA.IX,ES70,0.25
2023,UNIDAD_MEDIDA.IX,ES70,0.24
