Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PT,ES,96.40
2013,UNIDAD_MEDIDA.PT,ES,99.00
2014,UNIDAD_MEDIDA.PT,ES,98.90
2015,UNIDAD_MEDIDA.PT,ES,99.65
2016,UNIDAD_MEDIDA.PT,ES,99.72
2017,UNIDAD_MEDIDA.PT,ES,99.90
2018,UNIDAD_MEDIDA.PT,ES,99.90
2019,UNIDAD_MEDIDA.PT,ES,99.91
2020,UNIDAD_MEDIDA.PT,ES,99.97
2012,UNIDAD_MEDIDA.PT,ES70,95.10
2013,UNIDAD_MEDIDA.PT,ES70,99.00
2014,UNIDAD_MEDIDA.PT,ES70,99.00
2015,UNIDAD_MEDIDA.PT,ES70,99.58
2016,UNIDAD_MEDIDA.PT,ES70,99.69
2017,UNIDAD_MEDIDA.PT,ES70,99.91
2018,UNIDAD_MEDIDA.PT,ES70,99.90
2019,UNIDAD_MEDIDA.PT,ES70,99.94
2020,UNIDAD_MEDIDA.PT,ES70,99.98
