Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES,41.31
2016,UNIDAD_MEDIDA.PT,ES,46.64
2013,UNIDAD_MEDIDA.PT,ES70,30.28
2016,UNIDAD_MEDIDA.PT,ES70,32.90
