Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES,33.68
2016,UNIDAD_MEDIDA.PT,ES,34.74
2013,UNIDAD_MEDIDA.PT,ES70,33.24
2016,UNIDAD_MEDIDA.PT,ES70,32.64
