Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,-3.77
2011,UNIDAD_MEDIDA.PT,ES,-5.16
2012,UNIDAD_MEDIDA.PT,ES,-2.00
2013,UNIDAD_MEDIDA.PT,ES,-1.60
2014,UNIDAD_MEDIDA.PT,ES,-1.81
2015,UNIDAD_MEDIDA.PT,ES,-1.75
2016,UNIDAD_MEDIDA.PT,ES,-0.85
2017,UNIDAD_MEDIDA.PT,ES,-0.36
2018,UNIDAD_MEDIDA.PT,ES,-0.27
2019,UNIDAD_MEDIDA.PT,ES,-0.59
2020,UNIDAD_MEDIDA.PT,ES,-0.18
2021,UNIDAD_MEDIDA.PT,ES,-0.05
2022,UNIDAD_MEDIDA.PT,ES,-1.12
2010,UNIDAD_MEDIDA.PT,ES70,-4.13
2011,UNIDAD_MEDIDA.PT,ES70,-4.33
2012,UNIDAD_MEDIDA.PT,ES70,-1.19
2013,UNIDAD_MEDIDA.PT,ES70,-1.15
2014,UNIDAD_MEDIDA.PT,ES70,-1.00
2015,UNIDAD_MEDIDA.PT,ES70,-0.69
2016,UNIDAD_MEDIDA.PT,ES70,-0.31
2017,UNIDAD_MEDIDA.PT,ES70,0.65
2018,UNIDAD_MEDIDA.PT,ES70,2.05
2019,UNIDAD_MEDIDA.PT,ES70,0.65
2020,UNIDAD_MEDIDA.PT,ES70,0.50
2021,UNIDAD_MEDIDA.PT,ES70,0.46
2022,UNIDAD_MEDIDA.PT,ES70,-1.30
