Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR,ES,13.24
2011,UNIDAD_MEDIDA.EUR,ES,13.12
2012,UNIDAD_MEDIDA.EUR,ES,13.10
2013,UNIDAD_MEDIDA.EUR,ES,13.21
2014,UNIDAD_MEDIDA.EUR,ES,13.56
2015,UNIDAD_MEDIDA.EUR,ES,13.80
2016,UNIDAD_MEDIDA.EUR,ES,13.60
2017,UNIDAD_MEDIDA.EUR,ES,13.93
2018,UNIDAD_MEDIDA.EUR,ES,14.36
2019,UNIDAD_MEDIDA.EUR,ES,14.92
2020,UNIDAD_MEDIDA.EUR,ES,15.22
2021,UNIDAD_MEDIDA.EUR,ES,15.61
2010,UNIDAD_MEDIDA.EUR,ES70,11.44
2011,UNIDAD_MEDIDA.EUR,ES70,11.56
2012,UNIDAD_MEDIDA.EUR,ES70,11.58
2013,UNIDAD_MEDIDA.EUR,ES70,11.83
2014,UNIDAD_MEDIDA.EUR,ES70,11.84
2015,UNIDAD_MEDIDA.EUR,ES70,11.98
2016,UNIDAD_MEDIDA.EUR,ES70,11.60
2017,UNIDAD_MEDIDA.EUR,ES70,12.11
2018,UNIDAD_MEDIDA.EUR,ES70,12.36
2019,UNIDAD_MEDIDA.EUR,ES70,12.98
2020,UNIDAD_MEDIDA.EUR,ES70,13.46
2021,UNIDAD_MEDIDA.EUR,ES70,13.73
