Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG,ES,25.54
2011,UNIDAD_MEDIDA.KG,ES,24.32
2012,UNIDAD_MEDIDA.KG,ES,24.40
2013,UNIDAD_MEDIDA.KG,ES,23.86
2014,UNIDAD_MEDIDA.KG,ES,24.45
2015,UNIDAD_MEDIDA.KG,ES,25.29
2016,UNIDAD_MEDIDA.KG,ES,25.74
2017,UNIDAD_MEDIDA.KG,ES,25.83
2018,UNIDAD_MEDIDA.KG,ES,26.72
2019,UNIDAD_MEDIDA.KG,ES,26.67
2020,UNIDAD_MEDIDA.KG,ES,26.88
2021,UNIDAD_MEDIDA.KG,ES,26.71
2010,UNIDAD_MEDIDA.KG,ES70,120.56
2011,UNIDAD_MEDIDA.KG,ES70,13.56
2012,UNIDAD_MEDIDA.KG,ES70,13.33
2013,UNIDAD_MEDIDA.KG,ES70,11.50
2014,UNIDAD_MEDIDA.KG,ES70,12.80
2015,UNIDAD_MEDIDA.KG,ES70,11.18
2016,UNIDAD_MEDIDA.KG,ES70,12.14
2017,UNIDAD_MEDIDA.KG,ES70,10.80
2018,UNIDAD_MEDIDA.KG,ES70,9.20
2019,UNIDAD_MEDIDA.KG,ES70,8.76
2020,UNIDAD_MEDIDA.KG,ES70,8.68
2021,UNIDAD_MEDIDA.KG,ES70,9.00
