Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,11.58
2011,UNIDAD_MEDIDA.PT,ES,13.71
2012,UNIDAD_MEDIDA.PT,ES,18.35
2013,UNIDAD_MEDIDA.PT,ES,20.63
2014,UNIDAD_MEDIDA.PT,ES,23.04
2015,UNIDAD_MEDIDA.PT,ES,24.42
2016,UNIDAD_MEDIDA.PT,ES,24.86
2017,UNIDAD_MEDIDA.PT,ES,24.78
2018,UNIDAD_MEDIDA.PT,ES,24.37
2019,UNIDAD_MEDIDA.PT,ES,23.69
2020,UNIDAD_MEDIDA.PT,ES,27.19
2021,UNIDAD_MEDIDA.PT,ES,25.9
2010,UNIDAD_MEDIDA.PT,ES70,8.08
2011,UNIDAD_MEDIDA.PT,ES70,9.16
2012,UNIDAD_MEDIDA.PT,ES70,11.96
2013,UNIDAD_MEDIDA.PT,ES70,13.52
2014,UNIDAD_MEDIDA.PT,ES70,15.35
2015,UNIDAD_MEDIDA.PT,ES70,16.41
2016,UNIDAD_MEDIDA.PT,ES70,16.51
2017,UNIDAD_MEDIDA.PT,ES70,15.93
2018,UNIDAD_MEDIDA.PT,ES70,14.85
2019,UNIDAD_MEDIDA.PT,ES70,14.02
2020,UNIDAD_MEDIDA.PT,ES70,16.61
2021,UNIDAD_MEDIDA.PT,ES70,15.08
