Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,22.91
2011,UNIDAD_MEDIDA.PER_100_POP,ES,23.92
2012,UNIDAD_MEDIDA.PER_100_POP,ES,24.60
2013,UNIDAD_MEDIDA.PER_100_POP,ES,26.21
2014,UNIDAD_MEDIDA.PER_100_POP,ES,27.97
2015,UNIDAD_MEDIDA.PER_100_POP,ES,29.17
2016,UNIDAD_MEDIDA.PER_100_POP,ES,30.40
2017,UNIDAD_MEDIDA.PER_100_POP,ES,31.55
2018,UNIDAD_MEDIDA.PER_100_POP,ES,32.54
2019,UNIDAD_MEDIDA.PER_100_POP,ES,33.28
2020,UNIDAD_MEDIDA.PER_100_POP,ES,34.21
2021,UNIDAD_MEDIDA.PER_100_POP,ES,35.18
2022,UNIDAD_MEDIDA.PER_100_POP,ES,36.04
2023,UNIDAD_MEDIDA.PER_100_POP,ES,37.08
2010,UNIDAD_MEDIDA.PER_100_POP,ES70,25.08
2011,UNIDAD_MEDIDA.PER_100_POP,ES70,26.60
2012,UNIDAD_MEDIDA.PER_100_POP,ES70,26.33
2013,UNIDAD_MEDIDA.PER_100_POP,ES70,27.52
2014,UNIDAD_MEDIDA.PER_100_POP,ES70,27.71
2015,UNIDAD_MEDIDA.PER_100_POP,ES70,29.36
2016,UNIDAD_MEDIDA.PER_100_POP,ES70,31.34
2017,UNIDAD_MEDIDA.PER_100_POP,ES70,32.44
2018,UNIDAD_MEDIDA.PER_100_POP,ES70,33.65
2019,UNIDAD_MEDIDA.PER_100_POP,ES70,35.57
2020,UNIDAD_MEDIDA.PER_100_POP,ES70,36.40
2021,UNIDAD_MEDIDA.PER_100_POP,ES70,37.66
2022,UNIDAD_MEDIDA.PER_100_POP,ES70,38.95
2023,UNIDAD_MEDIDA.PER_100_POP,ES70,40.62
