Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,81.82
2016,UNIDAD_MEDIDA.PT,ES,81.82
2017,UNIDAD_MEDIDA.PT,ES,81.82
2018,UNIDAD_MEDIDA.PT,ES,81.82
2019,UNIDAD_MEDIDA.PT,ES,81.82
2020,UNIDAD_MEDIDA.PT,ES,81.82
2021,UNIDAD_MEDIDA.PT,ES,81.82
2022,UNIDAD_MEDIDA.PT,ES,81.82
2015,UNIDAD_MEDIDA.PT,ES70,81.82
2016,UNIDAD_MEDIDA.PT,ES70,81.82
2017,UNIDAD_MEDIDA.PT,ES70,81.82
2018,UNIDAD_MEDIDA.PT,ES70,81.82
2019,UNIDAD_MEDIDA.PT,ES70,81.82
2020,UNIDAD_MEDIDA.PT,ES70,81.82
2021,UNIDAD_MEDIDA.PT,ES70,81.82
2022,UNIDAD_MEDIDA.PT,ES70,81.82
