Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,0.88
2011,UNIDAD_MEDIDA.IX,ES,0.87
2012,UNIDAD_MEDIDA.IX,ES,0.86
2013,UNIDAD_MEDIDA.IX,ES,0.89
2014,UNIDAD_MEDIDA.IX,ES,0.89
2015,UNIDAD_MEDIDA.IX,ES,0.88
2016,UNIDAD_MEDIDA.IX,ES,0.87
2017,UNIDAD_MEDIDA.IX,ES,0.86
2018,UNIDAD_MEDIDA.IX,ES,0.86
2019,UNIDAD_MEDIDA.IX,ES,0.86
2020,UNIDAD_MEDIDA.IX,ES,0.85
2021,UNIDAD_MEDIDA.IX,ES,0.86
2022,UNIDAD_MEDIDA.IX,ES,0.87
2023,UNIDAD_MEDIDA.IX,ES,0.88
2010,UNIDAD_MEDIDA.IX,ES70,0.90
2011,UNIDAD_MEDIDA.IX,ES70,0.86
2012,UNIDAD_MEDIDA.IX,ES70,0.90
2013,UNIDAD_MEDIDA.IX,ES70,0.96
2014,UNIDAD_MEDIDA.IX,ES70,1.06
2015,UNIDAD_MEDIDA.IX,ES70,1.04
2016,UNIDAD_MEDIDA.IX,ES70,1.00
2017,UNIDAD_MEDIDA.IX,ES70,1.05
2018,UNIDAD_MEDIDA.IX,ES70,0.83
2019,UNIDAD_MEDIDA.IX,ES70,0.94
2020,UNIDAD_MEDIDA.IX,ES70,0.81
2021,UNIDAD_MEDIDA.IX,ES70,0.83
2022,UNIDAD_MEDIDA.IX,ES70,0.98
2023,UNIDAD_MEDIDA.IX,ES70,0.99
2024,UNIDAD_MEDIDA.IX,ES70,0.94
