Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,5.65
2012,UNIDAD_MEDIDA.PT,ES,5.62
2011,UNIDAD_MEDIDA.PT,ES70,6.54
2015,UNIDAD_MEDIDA.PT,ES,7.01
2016,UNIDAD_MEDIDA.PT,ES70,7.85
2017,UNIDAD_MEDIDA.PT,ES,7.08
2019,UNIDAD_MEDIDA.PT,ES70,7.18
2013,UNIDAD_MEDIDA.PT,ES70,6.89
2017,UNIDAD_MEDIDA.PT,ES70,6.92
2015,UNIDAD_MEDIDA.PT,ES70,7.78
2013,UNIDAD_MEDIDA.PT,ES,5.91
2018,UNIDAD_MEDIDA.PT,ES,7.05
2012,UNIDAD_MEDIDA.PT,ES70,6.64
2010,UNIDAD_MEDIDA.PT,ES70,5.59
2014,UNIDAD_MEDIDA.PT,ES70,7.66
2018,UNIDAD_MEDIDA.PT,ES70,7.15
2019,UNIDAD_MEDIDA.PT,ES,7.87
2010,UNIDAD_MEDIDA.PT,ES,5.72
2016,UNIDAD_MEDIDA.PT,ES,7.28
2014,UNIDAD_MEDIDA.PT,ES,6.41
