Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,29.61
2015,UNIDAD_MEDIDA.PT,ES,27.50
2016,UNIDAD_MEDIDA.PT,ES,27.91
2017,UNIDAD_MEDIDA.PT,ES,27.20
2018,UNIDAD_MEDIDA.PT,ES,26.55
2019,UNIDAD_MEDIDA.PT,ES,25.60
2020,UNIDAD_MEDIDA.PT,ES,26.11
2021,UNIDAD_MEDIDA.PT,ES,27.15
2022,UNIDAD_MEDIDA.PT,ES,25.31
2023,UNIDAD_MEDIDA.PT,ES,25.11
2014,UNIDAD_MEDIDA.PT,ES70,37.91
2015,UNIDAD_MEDIDA.PT,ES70,35.51
2016,UNIDAD_MEDIDA.PT,ES70,39.47
2017,UNIDAD_MEDIDA.PT,ES70,34.68
2018,UNIDAD_MEDIDA.PT,ES70,32.79
2019,UNIDAD_MEDIDA.PT,ES70,30.05
2020,UNIDAD_MEDIDA.PT,ES70,34.32
2021,UNIDAD_MEDIDA.PT,ES70,35.16
2022,UNIDAD_MEDIDA.PT,ES70,29.20
2023,UNIDAD_MEDIDA.PT,ES70,27.50
2024,UNIDAD_MEDIDA.PT,ES70,28.40
