Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,71.96
2011,UNIDAD_MEDIDA.PT,ES,75.48
2012,UNIDAD_MEDIDA.PT,ES,74.42
2013,UNIDAD_MEDIDA.PT,ES,71.75
2014,UNIDAD_MEDIDA.PT,ES,72.85
2015,UNIDAD_MEDIDA.PT,ES,72.56
2016,UNIDAD_MEDIDA.PT,ES,72.47
2017,UNIDAD_MEDIDA.PT,ES,74.25
2018,UNIDAD_MEDIDA.PT,ES,73.69
2019,UNIDAD_MEDIDA.PT,ES,75.30
2020,UNIDAD_MEDIDA.PT,ES,73.03
2021,UNIDAD_MEDIDA.PT,ES,71.19
2022,UNIDAD_MEDIDA.PT,ES,70.14
2023,UNIDAD_MEDIDA.PT,ES,70.20
2010,UNIDAD_MEDIDA.PT,ES70,64.64
2011,UNIDAD_MEDIDA.PT,ES70,71.71
2012,UNIDAD_MEDIDA.PT,ES70,69.85
2013,UNIDAD_MEDIDA.PT,ES70,69.77
2014,UNIDAD_MEDIDA.PT,ES70,68.83
2015,UNIDAD_MEDIDA.PT,ES70,65.10
2016,UNIDAD_MEDIDA.PT,ES70,66.06
2017,UNIDAD_MEDIDA.PT,ES70,67.74
2018,UNIDAD_MEDIDA.PT,ES70,70.95
2019,UNIDAD_MEDIDA.PT,ES70,69.07
2020,UNIDAD_MEDIDA.PT,ES70,64.16
2021,UNIDAD_MEDIDA.PT,ES70,69.40
2022,UNIDAD_MEDIDA.PT,ES70,65.81
2023,UNIDAD_MEDIDA.PT,ES70,64.94
