Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100,ES,78.44
2011,UNIDAD_MEDIDA.PER_100,ES,70.67
2012,UNIDAD_MEDIDA.PER_100,ES,65.81
2013,UNIDAD_MEDIDA.PER_100,ES,62.26
2014,UNIDAD_MEDIDA.PER_100,ES,58.85
2015,UNIDAD_MEDIDA.PER_100,ES,55.76
2016,UNIDAD_MEDIDA.PER_100,ES,55.06
2017,UNIDAD_MEDIDA.PER_100,ES,56.22
2018,UNIDAD_MEDIDA.PER_100,ES,58.22
2019,UNIDAD_MEDIDA.PER_100,ES,62.43
2020,UNIDAD_MEDIDA.PER_100,ES,84.98
2021,UNIDAD_MEDIDA.PER_100,ES,60.92
2022,UNIDAD_MEDIDA.PER_100,ES,62.89
2023,UNIDAD_MEDIDA.PER_100,ES,68.29
2024,UNIDAD_MEDIDA.PER_100,ES,72.6
2010,UNIDAD_MEDIDA.PER_100,ES70,78.2
2011,UNIDAD_MEDIDA.PER_100,ES70,68.54
2012,UNIDAD_MEDIDA.PER_100,ES70,62.55
2013,UNIDAD_MEDIDA.PER_100,ES70,58.69
2014,UNIDAD_MEDIDA.PER_100,ES70,55
2015,UNIDAD_MEDIDA.PER_100,ES70,53.17
2016,UNIDAD_MEDIDA.PER_100,ES70,51.93
2017,UNIDAD_MEDIDA.PER_100,ES70,51.98
2018,UNIDAD_MEDIDA.PER_100,ES70,54.22
2019,UNIDAD_MEDIDA.PER_100,ES70,57.89
2020,UNIDAD_MEDIDA.PER_100,ES70,97.09
2021,UNIDAD_MEDIDA.PER_100,ES70,64.41
2022,UNIDAD_MEDIDA.PER_100,ES70,55.69
2023,UNIDAD_MEDIDA.PER_100,ES70,58.37
2024,UNIDAD_MEDIDA.PER_100,ES70,61.7
