Year,Units,general.territorio,Value
2020,UNIDAD_MEDIDA.PT,ES70,19.65
2019,UNIDAD_MEDIDA.PT,ES70,17.17
2018,UNIDAD_MEDIDA.PT,ES70,15.67
2017,UNIDAD_MEDIDA.PT,ES70,14.29
2016,UNIDAD_MEDIDA.PT,ES70,16.02
2015,UNIDAD_MEDIDA.PT,ES70,17.78
2014,UNIDAD_MEDIDA.PT,ES70,19.82
2013,UNIDAD_MEDIDA.PT,ES70,24.18
2012,UNIDAD_MEDIDA.PT,ES70,23.26
2011,UNIDAD_MEDIDA.PT,ES70,20.39
2010,UNIDAD_MEDIDA.PT,ES70,21.80
2019,UNIDAD_MEDIDA.PT,ES,12.13
2018,UNIDAD_MEDIDA.PT,ES,12.45
2017,UNIDAD_MEDIDA.PT,ES,13.32
2016,UNIDAD_MEDIDA.PT,ES,14.61
2015,UNIDAD_MEDIDA.PT,ES,15.64
2014,UNIDAD_MEDIDA.PT,ES,17.14
2013,UNIDAD_MEDIDA.PT,ES,18.63
2012,UNIDAD_MEDIDA.PT,ES,18.60
2011,UNIDAD_MEDIDA.PT,ES,18.25
2010,UNIDAD_MEDIDA.PT,ES,17.81
