Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,20.72
2011,UNIDAD_MEDIDA.PT,ES,20.65
2012,UNIDAD_MEDIDA.PT,ES,20.83
2013,UNIDAD_MEDIDA.PT,ES,20.38
2014,UNIDAD_MEDIDA.PT,ES,22.23
2015,UNIDAD_MEDIDA.PT,ES,22.13
2016,UNIDAD_MEDIDA.PT,ES,22.35
2017,UNIDAD_MEDIDA.PT,ES,21.61
2018,UNIDAD_MEDIDA.PT,ES,21.54
2019,UNIDAD_MEDIDA.PT,ES,20.66
2020,UNIDAD_MEDIDA.PT,ES,20.97
2010,UNIDAD_MEDIDA.PT,ES70,29.70
2011,UNIDAD_MEDIDA.PT,ES70,30.10
2012,UNIDAD_MEDIDA.PT,ES70,33.60
2013,UNIDAD_MEDIDA.PT,ES70,28.40
2014,UNIDAD_MEDIDA.PT,ES70,27.60
2015,UNIDAD_MEDIDA.PT,ES70,28.50
2016,UNIDAD_MEDIDA.PT,ES70,35.00
2017,UNIDAD_MEDIDA.PT,ES70,30.50
2018,UNIDAD_MEDIDA.PT,ES70,32.10
2019,UNIDAD_MEDIDA.PT,ES70,28.5
2020,UNIDAD_MEDIDA.PT,ES70,29.9
