Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,0.35
2011,UNIDAD_MEDIDA.IX,ES,0.36
2012,UNIDAD_MEDIDA.IX,ES,0.36
2013,UNIDAD_MEDIDA.IX,ES,0.36
2014,UNIDAD_MEDIDA.IX,ES,0.36
2015,UNIDAD_MEDIDA.IX,ES,0.36
2016,UNIDAD_MEDIDA.IX,ES,0.36
2017,UNIDAD_MEDIDA.IX,ES,0.36
2018,UNIDAD_MEDIDA.IX,ES,0.36
2019,UNIDAD_MEDIDA.IX,ES,0.36
2020,UNIDAD_MEDIDA.IX,ES,0.38
2021,UNIDAD_MEDIDA.IX,ES,0.38
2010,UNIDAD_MEDIDA.IX,ES70,0.15
2011,UNIDAD_MEDIDA.IX,ES70,0.19
2012,UNIDAD_MEDIDA.IX,ES70,0.19
2013,UNIDAD_MEDIDA.IX,ES70,0.15
2014,UNIDAD_MEDIDA.IX,ES70,0.16
2015,UNIDAD_MEDIDA.IX,ES70,0.16
2016,UNIDAD_MEDIDA.IX,ES70,0.16
2017,UNIDAD_MEDIDA.IX,ES70,0.13
2018,UNIDAD_MEDIDA.IX,ES70,0.15
2019,UNIDAD_MEDIDA.IX,ES70,0.15
2020,UNIDAD_MEDIDA.IX,ES70,0.15
2021,UNIDAD_MEDIDA.IX,ES70,0.16
