Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,30.85
2011,UNIDAD_MEDIDA.PT,ES,31.93
2012,UNIDAD_MEDIDA.PT,ES,29.13
2013,UNIDAD_MEDIDA.PT,ES,16.97
2014,UNIDAD_MEDIDA.PT,ES,19.02
2015,UNIDAD_MEDIDA.PT,ES,25.46
2016,UNIDAD_MEDIDA.PT,ES,21.72
2017,UNIDAD_MEDIDA.PT,ES,26.72
2018,UNIDAD_MEDIDA.PT,ES,25.54
2019,UNIDAD_MEDIDA.PT,ES,18.70
2020,UNIDAD_MEDIDA.PT,ES,-2.50
2021,UNIDAD_MEDIDA.PT,ES,6.20
2010,UNIDAD_MEDIDA.PT,ES70,82.37
2011,UNIDAD_MEDIDA.PT,ES70,65.03
2012,UNIDAD_MEDIDA.PT,ES70,66.39
2013,UNIDAD_MEDIDA.PT,ES70,52.86
2014,UNIDAD_MEDIDA.PT,ES70,48.41
2015,UNIDAD_MEDIDA.PT,ES70,49.53
2016,UNIDAD_MEDIDA.PT,ES70,55.36
2017,UNIDAD_MEDIDA.PT,ES70,61.63
2018,UNIDAD_MEDIDA.PT,ES70,60.32
2019,UNIDAD_MEDIDA.PT,ES70,60.19
2020,UNIDAD_MEDIDA.PT,ES70,32.48
2021,UNIDAD_MEDIDA.PT,ES70,45.81
