Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,2.08
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,2.1
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,2.09
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.89
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,2.07
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.82
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.85
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.86
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.87
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.84
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,1.8
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,2.13
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,2.41
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.74
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.58
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.89
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.55
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,2.17
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,2.22
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,3.18
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.98
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES70,1.45
