Year,Units,general.territorio,Value
2020,UNIDAD_MEDIDA.IX,ES,1.15
2021,UNIDAD_MEDIDA.IX,ES,1.15
2020,UNIDAD_MEDIDA.IX,ES70,1.08
2021,UNIDAD_MEDIDA.IX,ES70,1.09
