Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,68.75
2015,UNIDAD_MEDIDA.PT,ES70,67.57
2016,UNIDAD_MEDIDA.PT,ES,69.67
2016,UNIDAD_MEDIDA.PT,ES70,67.70
2017,UNIDAD_MEDIDA.PT,ES,70.43
2017,UNIDAD_MEDIDA.PT,ES70,73.00
2018,UNIDAD_MEDIDA.PT,ES,71.52
2018,UNIDAD_MEDIDA.PT,ES70,66.94
2019,UNIDAD_MEDIDA.PT,ES,73.40
2019,UNIDAD_MEDIDA.PT,ES70,65.50
2020,UNIDAD_MEDIDA.PT,ES,75.41
2020,UNIDAD_MEDIDA.PT,ES70,70.93
2021,UNIDAD_MEDIDA.PT,ES,78.12
2021,UNIDAD_MEDIDA.PT,ES70,75.73
2022,UNIDAD_MEDIDA.PT,ES,78.56
2022,UNIDAD_MEDIDA.PT,ES70,80.41
2023,UNIDAD_MEDIDA.PT,ES,78.50
2024,UNIDAD_MEDIDA.PT,ES70,78.54
