Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.EUR,ES,10.77
2016,UNIDAD_MEDIDA.EUR,ES,10.78
2017,UNIDAD_MEDIDA.EUR,ES,11.48
2018,UNIDAD_MEDIDA.EUR,ES,12.36
2019,UNIDAD_MEDIDA.EUR,ES,13.29
2020,UNIDAD_MEDIDA.EUR,ES,12.73
2021,UNIDAD_MEDIDA.EUR,ES,13.78
2022,UNIDAD_MEDIDA.EUR,ES,15.02
2015,UNIDAD_MEDIDA.EUR,ES70,9.98
2016,UNIDAD_MEDIDA.EUR,ES70,10.72
2017,UNIDAD_MEDIDA.EUR,ES70,12.16
2018,UNIDAD_MEDIDA.EUR,ES70,11.53
2019,UNIDAD_MEDIDA.EUR,ES70,10.05
2020,UNIDAD_MEDIDA.EUR,ES70,9.32
2021,UNIDAD_MEDIDA.EUR,ES70,10.61
