Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PER_100000,ES,9.4
2013,UNIDAD_MEDIDA.PER_100000,ES,9.42
2014,UNIDAD_MEDIDA.PER_100000,ES,8.89
2015,UNIDAD_MEDIDA.PER_100000,ES,8.39
2016,UNIDAD_MEDIDA.PER_100000,ES,8.15
2017,UNIDAD_MEDIDA.PER_100000,ES,7.24
2018,UNIDAD_MEDIDA.PER_100000,ES,7.32
2019,UNIDAD_MEDIDA.PER_100000,ES,7.29
2020,UNIDAD_MEDIDA.PER_100000,ES,5.91
2012,UNIDAD_MEDIDA.PER_100000,ES70,4.77
2013,UNIDAD_MEDIDA.PER_100000,ES70,5.86
2014,UNIDAD_MEDIDA.PER_100000,ES70,3.48
2015,UNIDAD_MEDIDA.PER_100000,ES70,5.42
2016,UNIDAD_MEDIDA.PER_100000,ES70,4.64
2017,UNIDAD_MEDIDA.PER_100000,ES70,4.04
2018,UNIDAD_MEDIDA.PER_100000,ES70,5.90
2019,UNIDAD_MEDIDA.PER_100000,ES70,4.82
2020,UNIDAD_MEDIDA.PER_100000,ES70,2.65
