Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,47.8
2015,UNIDAD_MEDIDA.PT,ES,76.35
2016,UNIDAD_MEDIDA.PT,ES,94.42
2017,UNIDAD_MEDIDA.PT,ES,97.22
2018,UNIDAD_MEDIDA.PT,ES,99.53
2019,UNIDAD_MEDIDA.PT,ES,99.77
2020,UNIDAD_MEDIDA.PT,ES,99.87
2021,UNIDAD_MEDIDA.PT,ES,99.91
2022,UNIDAD_MEDIDA.PT,ES,99.89
2014,UNIDAD_MEDIDA.PT,ES70,23.7
2015,UNIDAD_MEDIDA.PT,ES70,83.32
2016,UNIDAD_MEDIDA.PT,ES70,97.03
2017,UNIDAD_MEDIDA.PT,ES70,98.1
2018,UNIDAD_MEDIDA.PT,ES70,99.77
2019,UNIDAD_MEDIDA.PT,ES70,99.86
2020,UNIDAD_MEDIDA.PT,ES70,99.95
2021,UNIDAD_MEDIDA.PT,ES70,99.94
2022,UNIDAD_MEDIDA.PT,ES70,99.87
