Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,-20.40
2011,UNIDAD_MEDIDA.PT,ES,-19.75
2012,UNIDAD_MEDIDA.PT,ES,-21.45
2013,UNIDAD_MEDIDA.PT,ES,-28.85
2014,UNIDAD_MEDIDA.PT,ES,-27.6
2015,UNIDAD_MEDIDA.PT,ES,-23.68
2016,UNIDAD_MEDIDA.PT,ES,-25.96
2017,UNIDAD_MEDIDA.PT,ES,-22.92
2018,UNIDAD_MEDIDA.PT,ES,-23.63
2019,UNIDAD_MEDIDA.PT,ES,-27.79
2020,UNIDAD_MEDIDA.PT,ES,-40.69
2021,UNIDAD_MEDIDA.PT,ES,-35.40
2022,UNIDAD_MEDIDA.PT,ES,-31.6
2010,UNIDAD_MEDIDA.PT,ES70,-22.06
2011,UNIDAD_MEDIDA.PT,ES70,-29.47
2012,UNIDAD_MEDIDA.PT,ES70,-28.89
2013,UNIDAD_MEDIDA.PT,ES70,-34.67
2014,UNIDAD_MEDIDA.PT,ES70,-36.57
2015,UNIDAD_MEDIDA.PT,ES70,-36.10
2016,UNIDAD_MEDIDA.PT,ES70,-33.60
2017,UNIDAD_MEDIDA.PT,ES70,-30.92
2018,UNIDAD_MEDIDA.PT,ES70,-31.48
2019,UNIDAD_MEDIDA.PT,ES70,-31.54
2020,UNIDAD_MEDIDA.PT,ES70,-43.38
2021,UNIDAD_MEDIDA.PT,ES70,-37.68
