Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,62.94
2015,UNIDAD_MEDIDA.PT,ES70,64.59
2016,UNIDAD_MEDIDA.PT,ES,64.30
2016,UNIDAD_MEDIDA.PT,ES70,64.07
2017,UNIDAD_MEDIDA.PT,ES,65.16
2017,UNIDAD_MEDIDA.PT,ES70,70.76
2018,UNIDAD_MEDIDA.PT,ES,65.60
2018,UNIDAD_MEDIDA.PT,ES70,58.88
2019,UNIDAD_MEDIDA.PT,ES,67.65
2019,UNIDAD_MEDIDA.PT,ES70,57.10
2020,UNIDAD_MEDIDA.PT,ES,69.68
2020,UNIDAD_MEDIDA.PT,ES70,66.99
2021,UNIDAD_MEDIDA.PT,ES,74.14
2021,UNIDAD_MEDIDA.PT,ES70,65.70
2022,UNIDAD_MEDIDA.PT,ES,75.38
2022,UNIDAD_MEDIDA.PT,ES70,74.07
2023,UNIDAD_MEDIDA.PT,ES,74.76
2024,UNIDAD_MEDIDA.PT,ES70,71.29
