Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,96.49
2015,UNIDAD_MEDIDA.PT,ES70,91.87
2016,UNIDAD_MEDIDA.PT,ES,96.19
2016,UNIDAD_MEDIDA.PT,ES70,94.86
2017,UNIDAD_MEDIDA.PT,ES,96.87
2017,UNIDAD_MEDIDA.PT,ES70,95.33
2018,UNIDAD_MEDIDA.PT,ES,97.05
2018,UNIDAD_MEDIDA.PT,ES70,96.04
2019,UNIDAD_MEDIDA.PT,ES,97.09
2019,UNIDAD_MEDIDA.PT,ES70,97.50
2020,UNIDAD_MEDIDA.PT,ES,97.16
2020,UNIDAD_MEDIDA.PT,ES70,96.41
2021,UNIDAD_MEDIDA.PT,ES,97.89
2021,UNIDAD_MEDIDA.PT,ES70,98.27
2022,UNIDAD_MEDIDA.PT,ES,97.34
2022,UNIDAD_MEDIDA.PT,ES70,99.35
2023,UNIDAD_MEDIDA.PT,ES,97.59
2024,UNIDAD_MEDIDA.PT,ES70,98.78
