Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,1.14
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,1.18
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,1.32
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,1.46
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,1.6
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,1.51
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,1.58
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,1.64
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,1.53
2019,UNIDAD_MEDIDA.PER_100000_POP,ES,1.61
2020,UNIDAD_MEDIDA.PER_100000_POP,ES,1.16
2021,UNIDAD_MEDIDA.PER_100000_POP,ES,1.16
2010,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.46
2011,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.16
2012,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.34
2013,UNIDAD_MEDIDA.PER_100000_POP,ES70,0.95
2014,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.18
2015,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.50
2016,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.54
2017,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.29
2018,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.33
2019,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.49
2020,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.47
2021,UNIDAD_MEDIDA.PER_100000_POP,ES70,1.2
