Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,56.89
2015,UNIDAD_MEDIDA.PT,ES,56.77
2016,UNIDAD_MEDIDA.PT,ES,54.12
2017,UNIDAD_MEDIDA.PT,ES,51.16
2018,UNIDAD_MEDIDA.PT,ES,53.39
2019,UNIDAD_MEDIDA.PT,ES,51.05
2020,UNIDAD_MEDIDA.PT,ES,50.74
2021,UNIDAD_MEDIDA.PT,ES,46.87
2022,UNIDAD_MEDIDA.PT,ES,46.61
2014,UNIDAD_MEDIDA.PT,ES70,85.39
2015,UNIDAD_MEDIDA.PT,ES70,85.74
2016,UNIDAD_MEDIDA.PT,ES70,79.94
2017,UNIDAD_MEDIDA.PT,ES70,69.97
2018,UNIDAD_MEDIDA.PT,ES70,71.26
2019,UNIDAD_MEDIDA.PT,ES70,67.26
2020,UNIDAD_MEDIDA.PT,ES70,63.05
2021,UNIDAD_MEDIDA.PT,ES70,52.97
