Year,Units,general.territorio,Value
2017,UNIDAD_MEDIDA.PT,ES,7.68
2018,UNIDAD_MEDIDA.PT,ES,6.38
2019,UNIDAD_MEDIDA.PT,ES,5.36
2020,UNIDAD_MEDIDA.PT,ES,5.00
2021,UNIDAD_MEDIDA.PT,ES,6.18
2022,UNIDAD_MEDIDA.PT,ES,5.05
2010,UNIDAD_MEDIDA.PT,ES70,12.27
2011,UNIDAD_MEDIDA.PT,ES70,13.40
2012,UNIDAD_MEDIDA.PT,ES70,15.14
2013,UNIDAD_MEDIDA.PT,ES70,18.73
2014,UNIDAD_MEDIDA.PT,ES70,19.43
2015,UNIDAD_MEDIDA.PT,ES70,17.44
2016,UNIDAD_MEDIDA.PT,ES70,14.23
2017,UNIDAD_MEDIDA.PT,ES70,11.15
2018,UNIDAD_MEDIDA.PT,ES70,9.59
2019,UNIDAD_MEDIDA.PT,ES70,8.71
2020,UNIDAD_MEDIDA.PT,ES70,8.40
2021,UNIDAD_MEDIDA.PT,ES70,11.88
2022,UNIDAD_MEDIDA.PT,ES70,8.62
2023,UNIDAD_MEDIDA.PT,ES70,6.66
