Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-2.59
2016,UNIDAD_MEDIDA.PT,ES,-0.86
2017,UNIDAD_MEDIDA.PT,ES,0.56
2018,UNIDAD_MEDIDA.PT,ES,2.27
2019,UNIDAD_MEDIDA.PT,ES,3.73
2020,UNIDAD_MEDIDA.PT,ES,4.69
2021,UNIDAD_MEDIDA.PT,ES,3.40
2022,UNIDAD_MEDIDA.PT,ES,4.55
2023,UNIDAD_MEDIDA.PT,ES,5.12
2015,UNIDAD_MEDIDA.PT,ES70,-2.56
2016,UNIDAD_MEDIDA.PT,ES70,-1.95
2017,UNIDAD_MEDIDA.PT,ES70,0.93
2018,UNIDAD_MEDIDA.PT,ES70,1.56
2019,UNIDAD_MEDIDA.PT,ES70,4.70
2020,UNIDAD_MEDIDA.PT,ES70,4.30
2021,UNIDAD_MEDIDA.PT,ES70,4.96
2022,UNIDAD_MEDIDA.PT,ES70,5.58
2023,UNIDAD_MEDIDA.PT,ES70,7.15
2024,UNIDAD_MEDIDA.PT,ES70,6.69
