Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,27.96
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,28.02
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,28.05
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,11.93
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,11.98
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,11.98
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,40.1
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,39.82
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,39.88
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,37.3
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,37.24
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,37.3
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,74.17
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,73.22
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,73.2
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,6.27
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,6.79
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,6.64
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,58.92
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,57.51
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,57.66
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,49.35
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,49.31
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.ER_PTD_TERR,49.31
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,14.57
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,14.52
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_150102_01,14.52
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,82.29
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,82.26
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_150102_02,82.26
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,49.78
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,49.97
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_150102_03,49.97
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,63.79
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,63.57
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_150102_04,63.57
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,4.51
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,4.49
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_F,SERIE_TEMPORAL._L_ES_150102_05,4.49
2015,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,45.18
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,45.59
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_G,SERIE_TEMPORAL._L_ES_150102_06,45.59
