Year,Units,general.territorio,Value
2011,Porcentaje,ES70,2.04
2012,Porcentaje,ES70,1.87
2013,Porcentaje,ES70,3.58
2014,Porcentaje,ES70,5.26
2015,Porcentaje,ES70,3.50
2016,Porcentaje,ES70,3.67
2017,Porcentaje,ES70,3.58
2018,Porcentaje,ES70,3.49
2019,Porcentaje,ES70,3.77

2010,Porcentaje,ES,6.53
2011,Porcentaje,ES,7.24
2012,Porcentaje,ES,6.91
2013,Porcentaje,ES,6.33
2014,Porcentaje,ES,6.56
2015,Porcentaje,ES,7.79
2016,Porcentaje,ES,7.99
2017,Porcentaje,ES,8.21
2018,Porcentaje,ES,8.88
2019,Porcentaje,ES,9.32
