Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,101.9
2015,UNIDAD_MEDIDA.PER_100000,ES70,181.7
2016,UNIDAD_MEDIDA.PER_100000,ES,98.3
2016,UNIDAD_MEDIDA.PER_100000,ES70,142.9
2017,UNIDAD_MEDIDA.PER_100000,ES,100.6
2017,UNIDAD_MEDIDA.PER_100000,ES70,136.2
2018,UNIDAD_MEDIDA.PER_100000,ES,102.6
2018,UNIDAD_MEDIDA.PER_100000,ES70,147.2
2019,UNIDAD_MEDIDA.PER_100000,ES,106.2
2019,UNIDAD_MEDIDA.PER_100000,ES70,154.2
2020,UNIDAD_MEDIDA.PER_100000,ES,81.41
2020,UNIDAD_MEDIDA.PER_100000,ES70,129.1
2021,UNIDAD_MEDIDA.PER_100000,ES,93.66
2021,UNIDAD_MEDIDA.PER_100000,ES70,143
2022,UNIDAD_MEDIDA.PER_100000,ES,95.96
2022,UNIDAD_MEDIDA.PER_100000,ES70,137.8
