Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,18.74
2011,UNIDAD_MEDIDA.PT,ES,18.46
2012,UNIDAD_MEDIDA.PT,ES,18.12
2013,UNIDAD_MEDIDA.PT,ES,18.04
2014,UNIDAD_MEDIDA.PT,ES,16.57
2015,UNIDAD_MEDIDA.PT,ES,15.92
2016,UNIDAD_MEDIDA.PT,ES,14.23
2017,UNIDAD_MEDIDA.PT,ES,14.13
2018,UNIDAD_MEDIDA.PT,ES,13.53
2019,UNIDAD_MEDIDA.PT,ES,13.08
2020,UNIDAD_MEDIDA.PT,ES,13.7
2010,UNIDAD_MEDIDA.PT,ES70,48.17
2011,UNIDAD_MEDIDA.PT,ES70,53.59
2012,UNIDAD_MEDIDA.PT,ES70,55.19
2013,UNIDAD_MEDIDA.PT,ES70,63
2014,UNIDAD_MEDIDA.PT,ES70,54.3
2015,UNIDAD_MEDIDA.PT,ES70,29.39
2016,UNIDAD_MEDIDA.PT,ES70,29.82
2017,UNIDAD_MEDIDA.PT,ES70,29.77
2018,UNIDAD_MEDIDA.PT,ES70,30.81
2019,UNIDAD_MEDIDA.PT,ES70,29.93
2020,UNIDAD_MEDIDA.PT,ES70,30.15
