Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,1.11
2011,UNIDAD_MEDIDA.IX,ES,1.11
2012,UNIDAD_MEDIDA.IX,ES,1.10
2013,UNIDAD_MEDIDA.IX,ES,1.09
2014,UNIDAD_MEDIDA.IX,ES,1.08
2015,UNIDAD_MEDIDA.IX,ES,1.08
2016,UNIDAD_MEDIDA.IX,ES,1.08
2017,UNIDAD_MEDIDA.IX,ES,1.07
2018,UNIDAD_MEDIDA.IX,ES,1.10
2019,UNIDAD_MEDIDA.IX,ES,1.12
2020,UNIDAD_MEDIDA.IX,ES,1.12
2021,UNIDAD_MEDIDA.IX,ES,1.15
2022,UNIDAD_MEDIDA.IX,ES,1.13
2010,UNIDAD_MEDIDA.IX,ES70,1.23
2011,UNIDAD_MEDIDA.IX,ES70,1.15
2012,UNIDAD_MEDIDA.IX,ES70,1.15
2013,UNIDAD_MEDIDA.IX,ES70,1.17
2014,UNIDAD_MEDIDA.IX,ES70,1.09
2015,UNIDAD_MEDIDA.IX,ES70,1.17
2016,UNIDAD_MEDIDA.IX,ES70,1.19
2017,UNIDAD_MEDIDA.IX,ES70,1.12
2018,UNIDAD_MEDIDA.IX,ES70,1.16
2019,UNIDAD_MEDIDA.IX,ES70,1.28
2020,UNIDAD_MEDIDA.IX,ES70,1.19
2021,UNIDAD_MEDIDA.IX,ES70,1.16
2022,UNIDAD_MEDIDA.IX,ES70,1.22
2023,UNIDAD_MEDIDA.IX,ES70,1.27
