Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.GPERM3,ES,13.38
2011,UNIDAD_MEDIDA.GPERM3,ES,13.91
2012,UNIDAD_MEDIDA.GPERM3,ES,13.70
2013,UNIDAD_MEDIDA.GPERM3,ES,11.67
2014,UNIDAD_MEDIDA.GPERM3,ES,11.59
2015,UNIDAD_MEDIDA.GPERM3,ES,13.40
2016,UNIDAD_MEDIDA.GPERM3,ES,11.36
2017,UNIDAD_MEDIDA.GPERM3,ES,12.61
2018,UNIDAD_MEDIDA.GPERM3,ES,11.84
2019,UNIDAD_MEDIDA.GPERM3,ES,11.93
2020,UNIDAD_MEDIDA.GPERM3,ES,10.72
2021,UNIDAD_MEDIDA.GPERM3,ES,10.35
2022,UNIDAD_MEDIDA.GPERM3,ES,11.35
2010,UNIDAD_MEDIDA.GPERM3,ES70,8.20
2011,UNIDAD_MEDIDA.GPERM3,ES70,7.80
2012,UNIDAD_MEDIDA.GPERM3,ES70,7.87
2013,UNIDAD_MEDIDA.GPERM3,ES70,8.54
2014,UNIDAD_MEDIDA.GPERM3,ES70,7.86
2015,UNIDAD_MEDIDA.GPERM3,ES70,10.69
2016,UNIDAD_MEDIDA.GPERM3,ES70,8.93
2017,UNIDAD_MEDIDA.GPERM3,ES70,9.97
2018,UNIDAD_MEDIDA.GPERM3,ES70,8.55
2019,UNIDAD_MEDIDA.GPERM3,ES70,9.03
2020,UNIDAD_MEDIDA.GPERM3,ES70,9.03
2021,UNIDAD_MEDIDA.GPERM3,ES70,8.61
2022,UNIDAD_MEDIDA.GPERM3,ES70,10.97
