Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,32.70
2015,UNIDAD_MEDIDA.PT,ES,31.00
2016,UNIDAD_MEDIDA.PT,ES,28.60
2017,UNIDAD_MEDIDA.PT,ES,26.20
2018,UNIDAD_MEDIDA.PT,ES,25.20
2019,UNIDAD_MEDIDA.PT,ES,23.90
2020,UNIDAD_MEDIDA.PT,ES,22.20
2021,UNIDAD_MEDIDA.PT,ES,22.50
2022,UNIDAD_MEDIDA.PT,ES,21.40
2023,UNIDAD_MEDIDA.PT,ES,19.7
2014,UNIDAD_MEDIDA.PT,ES70,37.27
2015,UNIDAD_MEDIDA.PT,ES70,37.85
2016,UNIDAD_MEDIDA.PT,ES70,44.82
2017,UNIDAD_MEDIDA.PT,ES70,35.29
2018,UNIDAD_MEDIDA.PT,ES70,26.32
