Year,Units,general.territorio,Value
2017,UNIDAD_MEDIDA.PT,ES,81.84
2018,UNIDAD_MEDIDA.PT,ES,79.41
2019,UNIDAD_MEDIDA.PT,ES,80.21
2020,UNIDAD_MEDIDA.PT,ES,81.79
2021,UNIDAD_MEDIDA.PT,ES,77.87
2017,UNIDAD_MEDIDA.PT,ES70,81.12
2018,UNIDAD_MEDIDA.PT,ES70,64.26
2020,UNIDAD_MEDIDA.PT,ES70,65.51
2021,UNIDAD_MEDIDA.PT,ES70,67.13
