Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,1.35
2011,UNIDAD_MEDIDA.PT,ES,1.33
2012,UNIDAD_MEDIDA.PT,ES,1.29
2013,UNIDAD_MEDIDA.PT,ES,1.27
2014,UNIDAD_MEDIDA.PT,ES,1.23
2015,UNIDAD_MEDIDA.PT,ES,1.21
2016,UNIDAD_MEDIDA.PT,ES,1.18
2017,UNIDAD_MEDIDA.PT,ES,1.20
2018,UNIDAD_MEDIDA.PT,ES,1.23
2019,UNIDAD_MEDIDA.PT,ES,1.24
2020,UNIDAD_MEDIDA.PT,ES,1.40
2021,UNIDAD_MEDIDA.PT,ES,1.40
2022,UNIDAD_MEDIDA.PT,ES,1.41
2023,UNIDAD_MEDIDA.PT,ES,1.49
2010,UNIDAD_MEDIDA.PT,ES70,0.64
2011,UNIDAD_MEDIDA.PT,ES70,0.61
2012,UNIDAD_MEDIDA.PT,ES70,0.55
2013,UNIDAD_MEDIDA.PT,ES70,0.53
2014,UNIDAD_MEDIDA.PT,ES70,0.50
2015,UNIDAD_MEDIDA.PT,ES70,0.51
2016,UNIDAD_MEDIDA.PT,ES70,0.48
2017,UNIDAD_MEDIDA.PT,ES70,0.51
2018,UNIDAD_MEDIDA.PT,ES70,0.48
2019,UNIDAD_MEDIDA.PT,ES70,0.48
2020,UNIDAD_MEDIDA.PT,ES70,0.58
2021,UNIDAD_MEDIDA.PT,ES70,0.58
2022,UNIDAD_MEDIDA.PT,ES70,0.56
2023,UNIDAD_MEDIDA.PT,ES70,0.57
