Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,0.13
2011,UNIDAD_MEDIDA.PER_100_POP,ES,0.38
2012,UNIDAD_MEDIDA.PER_100_POP,ES,0.72
2013,UNIDAD_MEDIDA.PER_100_POP,ES,1.34
2014,UNIDAD_MEDIDA.PER_100_POP,ES,3.42
2015,UNIDAD_MEDIDA.PER_100_POP,ES,6.81
2016,UNIDAD_MEDIDA.PER_100_POP,ES,10.65
2017,UNIDAD_MEDIDA.PER_100_POP,ES,14.43
2018,UNIDAD_MEDIDA.PER_100_POP,ES,18.73
2019,UNIDAD_MEDIDA.PER_100_POP,ES,22.21
2020,UNIDAD_MEDIDA.PER_100_POP,ES,25.04
2021,UNIDAD_MEDIDA.PER_100_POP,ES,27.79
2022,UNIDAD_MEDIDA.PER_100_POP,ES,29.94
2023,UNIDAD_MEDIDA.PER_100_POP,ES,31.82
2010,UNIDAD_MEDIDA.PER_100_POP,ES70,0.12
2011,UNIDAD_MEDIDA.PER_100_POP,ES70,0.24
2012,UNIDAD_MEDIDA.PER_100_POP,ES70,0.73
2013,UNIDAD_MEDIDA.PER_100_POP,ES70,1.68
2014,UNIDAD_MEDIDA.PER_100_POP,ES70,3.66
2015,UNIDAD_MEDIDA.PER_100_POP,ES70,6.29
2016,UNIDAD_MEDIDA.PER_100_POP,ES70,10.22
2017,UNIDAD_MEDIDA.PER_100_POP,ES70,14.37
2018,UNIDAD_MEDIDA.PER_100_POP,ES70,20.26
2019,UNIDAD_MEDIDA.PER_100_POP,ES70,25.81
2020,UNIDAD_MEDIDA.PER_100_POP,ES70,28.97
2021,UNIDAD_MEDIDA.PER_100_POP,ES70,31.91
2022,UNIDAD_MEDIDA.PER_100_POP,ES70,34.36
2023,UNIDAD_MEDIDA.PER_100_POP,ES70,36.30
