Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR_1000000,ES,4994.44
2011,UNIDAD_MEDIDA.EUR_1000000,ES,4642.07
2012,UNIDAD_MEDIDA.EUR_1000000,ES,4004.13
2013,UNIDAD_MEDIDA.EUR_1000000,ES,2799.03
2014,UNIDAD_MEDIDA.EUR_1000000,ES,2975.23
2015,UNIDAD_MEDIDA.EUR_1000000,ES,3089.97
2016,UNIDAD_MEDIDA.EUR_1000000,ES,3127.38
2017,UNIDAD_MEDIDA.EUR_1000000,ES,3654.89
2018,UNIDAD_MEDIDA.EUR_1000000,ES,3752.89
2019,UNIDAD_MEDIDA.EUR_1000000,ES,4133.64
2020,UNIDAD_MEDIDA.EUR_1000000,ES,4538.09
2021,UNIDAD_MEDIDA.EUR_1000000,ES,6608.68
2010,UNIDAD_MEDIDA.EUR_1000000,ES70,247.55
2011,UNIDAD_MEDIDA.EUR_1000000,ES70,291.94
2012,UNIDAD_MEDIDA.EUR_1000000,ES70,162.80
2013,UNIDAD_MEDIDA.EUR_1000000,ES70,158.02
2014,UNIDAD_MEDIDA.EUR_1000000,ES70,127.44
2015,UNIDAD_MEDIDA.EUR_1000000,ES70,123.00
2016,UNIDAD_MEDIDA.EUR_1000000,ES70,171.35
2017,UNIDAD_MEDIDA.EUR_1000000,ES70,192.11
2018,UNIDAD_MEDIDA.EUR_1000000,ES70,219.49
2019,UNIDAD_MEDIDA.EUR_1000000,ES70,270.99
2020,UNIDAD_MEDIDA.EUR_1000000,ES70,232.23
