Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.GPERM3,ES,25.08
2011,UNIDAD_MEDIDA.GPERM3,ES,25.63
2012,UNIDAD_MEDIDA.GPERM3,ES,25.26
2013,UNIDAD_MEDIDA.GPERM3,ES,20.79
2014,UNIDAD_MEDIDA.GPERM3,ES,21.70
2015,UNIDAD_MEDIDA.GPERM3,ES,23.86
2016,UNIDAD_MEDIDA.GPERM3,ES,21.35
2017,UNIDAD_MEDIDA.GPERM3,ES,23.24
2018,UNIDAD_MEDIDA.GPERM3,ES,20.79
2019,UNIDAD_MEDIDA.GPERM3,ES,20.92
2020,UNIDAD_MEDIDA.GPERM3,ES,20.29
2021,UNIDAD_MEDIDA.GPERM3,ES,20.38
2022,UNIDAD_MEDIDA.GPERM3,ES,23.20
2023,UNIDAD_MEDIDA.GPERM3,ES,20.39
2010,UNIDAD_MEDIDA.GPERM3,ES70,22.46
2011,UNIDAD_MEDIDA.GPERM3,ES70,21.74
2012,UNIDAD_MEDIDA.GPERM3,ES70,23.47
2013,UNIDAD_MEDIDA.GPERM3,ES70,23.13
2014,UNIDAD_MEDIDA.GPERM3,ES70,23.50
2015,UNIDAD_MEDIDA.GPERM3,ES70,32.94
2016,UNIDAD_MEDIDA.GPERM3,ES70,23.21
2017,UNIDAD_MEDIDA.GPERM3,ES70,28.93
2018,UNIDAD_MEDIDA.GPERM3,ES70,21.95
2019,UNIDAD_MEDIDA.GPERM3,ES70,23.75
2020,UNIDAD_MEDIDA.GPERM3,ES70,32.89
2021,UNIDAD_MEDIDA.GPERM3,ES70,26.71
2022,UNIDAD_MEDIDA.GPERM3,ES70,36.17
