Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,98.50
2011,UNIDAD_MEDIDA.PT,ES,98.10
2012,UNIDAD_MEDIDA.PT,ES,97.70
2013,UNIDAD_MEDIDA.PT,ES,97.60
2014,UNIDAD_MEDIDA.PT,ES,97.20
2015,UNIDAD_MEDIDA.PT,ES,98.00
2016,UNIDAD_MEDIDA.PT,ES,98.10
2017,UNIDAD_MEDIDA.PT,ES,97.90
2018,UNIDAD_MEDIDA.PT,ES,98.70
2019,UNIDAD_MEDIDA.PT,ES,98.90
2020,UNIDAD_MEDIDA.PT,ES,98.90
2021,UNIDAD_MEDIDA.PT,ES,98.30
2022,UNIDAD_MEDIDA.PT,ES,98.60
2023,UNIDAD_MEDIDA.PT,ES,98.50
2024,UNIDAD_MEDIDA.PT,ES,98.7
2010,UNIDAD_MEDIDA.PT,ES70,97.90
2011,UNIDAD_MEDIDA.PT,ES70,95.60
2012,UNIDAD_MEDIDA.PT,ES70,95.70
2013,UNIDAD_MEDIDA.PT,ES70,95.20
2014,UNIDAD_MEDIDA.PT,ES70,97.40
2015,UNIDAD_MEDIDA.PT,ES70,98.30
2016,UNIDAD_MEDIDA.PT,ES70,97.90
2017,UNIDAD_MEDIDA.PT,ES70,96.60
2018,UNIDAD_MEDIDA.PT,ES70,97.50
2019,UNIDAD_MEDIDA.PT,ES70,97.20
2020,UNIDAD_MEDIDA.PT,ES70,97.00
2021,UNIDAD_MEDIDA.PT,ES70,95.70
2022,UNIDAD_MEDIDA.PT,ES70,95.60
2023,UNIDAD_MEDIDA.PT,ES70,96.30
