Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES,0.6
2014,UNIDAD_MEDIDA.PT,ES,0.57
2015,UNIDAD_MEDIDA.PT,ES,0.58
2016,UNIDAD_MEDIDA.PT,ES,0.6
2017,UNIDAD_MEDIDA.PT,ES,0.62
2018,UNIDAD_MEDIDA.PT,ES,0.64
2019,UNIDAD_MEDIDA.PT,ES,0.68
2020,UNIDAD_MEDIDA.PT,ES,0.73
2013,UNIDAD_MEDIDA.PT,ES70,0.57
2014,UNIDAD_MEDIDA.PT,ES70,0.54
2015,UNIDAD_MEDIDA.PT,ES70,0.55
2016,UNIDAD_MEDIDA.PT,ES70,0.56
2017,UNIDAD_MEDIDA.PT,ES70,0.57
2018,UNIDAD_MEDIDA.PT,ES70,0.59
2019,UNIDAD_MEDIDA.PT,ES70,0.61
2020,UNIDAD_MEDIDA.PT,ES70,0.72
