Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PER_100000,ES,12.78
2013,UNIDAD_MEDIDA.PER_100000,ES,11.89
2014,UNIDAD_MEDIDA.PER_100000,ES,11.44
2015,UNIDAD_MEDIDA.PER_100000,ES,10.81
2016,UNIDAD_MEDIDA.PER_100000,ES,10.92
2017,UNIDAD_MEDIDA.PER_100000,ES,10.07
2018,UNIDAD_MEDIDA.PER_100000,ES,9.99
2019,UNIDAD_MEDIDA.PER_100000,ES,9.98
2020,UNIDAD_MEDIDA.PER_100000,ES,8.08
2021,UNIDAD_MEDIDA.PER_100000,ES,7.73
2022,UNIDAD_MEDIDA.PER_100000,ES,7.79
2012,UNIDAD_MEDIDA.PER_100000,ES70,7.17
2013,UNIDAD_MEDIDA.PER_100000,ES70,7.68
2014,UNIDAD_MEDIDA.PER_100000,ES70,6.14
2015,UNIDAD_MEDIDA.PER_100000,ES70,7.52
2016,UNIDAD_MEDIDA.PER_100000,ES70,5.93
2017,UNIDAD_MEDIDA.PER_100000,ES70,5.96
2018,UNIDAD_MEDIDA.PER_100000,ES70,7.49
2019,UNIDAD_MEDIDA.PER_100000,ES70,6.13
2020,UNIDAD_MEDIDA.PER_100000,ES70,5.17
2021,UNIDAD_MEDIDA.PER_100000,ES70,4.32
2022,UNIDAD_MEDIDA.PER_100000,ES70,5.46
