Year,Units,general.territorio,Value
2016,UNIDAD_MEDIDA.PER_100000,ES,0.42
2017,UNIDAD_MEDIDA.PER_100000,ES,0.47
2018,UNIDAD_MEDIDA.PER_100000,ES,0.51
2019,UNIDAD_MEDIDA.PER_100000,ES,1.15
2020,UNIDAD_MEDIDA.PER_100000,ES,0.57
2021,UNIDAD_MEDIDA.PER_100000,ES,0.40
2022,UNIDAD_MEDIDA.PER_100000,ES,0.49
2016,UNIDAD_MEDIDA.PER_100000,ES70,0.47
2017,UNIDAD_MEDIDA.PER_100000,ES70,0.18
2018,UNIDAD_MEDIDA.PER_100000,ES70,0.59
2019,UNIDAD_MEDIDA.PER_100000,ES70,0.54
2020,UNIDAD_MEDIDA.PER_100000,ES70,0.22
2021,UNIDAD_MEDIDA.PER_100000,ES70,0.23
2022,UNIDAD_MEDIDA.PER_100000,ES70,0.09
