Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,94.38
2016,UNIDAD_MEDIDA.PT,ES,94.05
2017,UNIDAD_MEDIDA.PT,ES,95.22
2018,UNIDAD_MEDIDA.PT,ES,95.14
2019,UNIDAD_MEDIDA.PT,ES,95.32
2020,UNIDAD_MEDIDA.PT,ES,95.39
2021,UNIDAD_MEDIDA.PT,ES,95.42
2022,UNIDAD_MEDIDA.PT,ES,96.35
2015,UNIDAD_MEDIDA.PT,ES70,93.68
2016,UNIDAD_MEDIDA.PT,ES70,93.93
2017,UNIDAD_MEDIDA.PT,ES70,95.89
2018,UNIDAD_MEDIDA.PT,ES70,95.08
2019,UNIDAD_MEDIDA.PT,ES70,93.70
2020,UNIDAD_MEDIDA.PT,ES70,95.63
2021,UNIDAD_MEDIDA.PT,ES70,95.93
2022,UNIDAD_MEDIDA.PT,ES70,98.11
