Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,0.29
2016,UNIDAD_MEDIDA.PER_100000,ES,0.05
2017,UNIDAD_MEDIDA.PER_100000,ES,0.12
2018,UNIDAD_MEDIDA.PER_100000,ES,0.20
2019,UNIDAD_MEDIDA.PER_100000,ES,0.41
2020,UNIDAD_MEDIDA.PER_100000,ES,0.21
2021,UNIDAD_MEDIDA.PER_100000,ES,0.11
2022,UNIDAD_MEDIDA.PER_100000,ES,0.19
2023,UNIDAD_MEDIDA.PER_100000,ES,0.40
2015,UNIDAD_MEDIDA.PER_100000,ES70,0.09
2016,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2017,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2018,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2019,UNIDAD_MEDIDA.PER_100000,ES70,0.05
2020,UNIDAD_MEDIDA.PER_100000,ES70,0.04
2021,UNIDAD_MEDIDA.PER_100000,ES70,0.05
2022,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2023,UNIDAD_MEDIDA.PER_100000,ES70,0.00
