Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,0.16
2011,UNIDAD_MEDIDA.PT,ES,-0.81
2012,UNIDAD_MEDIDA.PT,ES,-2.96
2013,UNIDAD_MEDIDA.PT,ES,-1.40
2014,UNIDAD_MEDIDA.PT,ES,1.40
2015,UNIDAD_MEDIDA.PT,ES,3.84
2016,UNIDAD_MEDIDA.PT,ES,3.04
2017,UNIDAD_MEDIDA.PT,ES,2.98
2018,UNIDAD_MEDIDA.PT,ES,2.28
2019,UNIDAD_MEDIDA.PT,ES,1.98
2020,UNIDAD_MEDIDA.PT,ES,-11.17
2021,UNIDAD_MEDIDA.PT,ES,6.40
2022,UNIDAD_MEDIDA.PT,ES,5.77
2010,UNIDAD_MEDIDA.PT,ES70,0.86
2011,UNIDAD_MEDIDA.PT,ES70,-0.93
2012,UNIDAD_MEDIDA.PT,ES70,-2.58
2013,UNIDAD_MEDIDA.PT,ES70,-1.00
2014,UNIDAD_MEDIDA.PT,ES70,0.74
2015,UNIDAD_MEDIDA.PT,ES70,2.80
2016,UNIDAD_MEDIDA.PT,ES70,2.72
2017,UNIDAD_MEDIDA.PT,ES70,3.86
2018,UNIDAD_MEDIDA.PT,ES70,2.13
2019,UNIDAD_MEDIDA.PT,ES70,1.75
2020,UNIDAD_MEDIDA.PT,ES70,-19.01
2021,UNIDAD_MEDIDA.PT,ES70,8.51
2022,UNIDAD_MEDIDA.PT,ES70,9.71
