Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,15.66
2012,UNIDAD_MEDIDA.PT,ES,14.35
2013,UNIDAD_MEDIDA.PT,ES,12.4
2014,UNIDAD_MEDIDA.PT,ES,11.6
2015,UNIDAD_MEDIDA.PT,ES,15.47
2016,UNIDAD_MEDIDA.PT,ES,15.07
2017,UNIDAD_MEDIDA.PT,ES,18.5
2018,UNIDAD_MEDIDA.PT,ES,17.13
2019,UNIDAD_MEDIDA.PT,ES,20.88
2020,UNIDAD_MEDIDA.PT,ES,20.63
2021,UNIDAD_MEDIDA.PT,ES,20.29
2022,UNIDAD_MEDIDA.PT,ES,23.37
2011,UNIDAD_MEDIDA.PT,ES70,16.87
2012,UNIDAD_MEDIDA.PT,ES70,25.61
2013,UNIDAD_MEDIDA.PT,ES70,13.46
2014,UNIDAD_MEDIDA.PT,ES70,17.02
2015,UNIDAD_MEDIDA.PT,ES70,22.34
2016,UNIDAD_MEDIDA.PT,ES70,17.39
2017,UNIDAD_MEDIDA.PT,ES70,24.47
2018,UNIDAD_MEDIDA.PT,ES70,20.41
2019,UNIDAD_MEDIDA.PT,ES70,28.89
2020,UNIDAD_MEDIDA.PT,ES70,34.19
2021,UNIDAD_MEDIDA.PT,ES70,24.04
2022,UNIDAD_MEDIDA.PT,ES70,22.97
