Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,25.98
2015,UNIDAD_MEDIDA.PER_100000,ES70,22.83
2016,UNIDAD_MEDIDA.PER_100000,ES,25.98
2016,UNIDAD_MEDIDA.PER_100000,ES70,21.69
2017,UNIDAD_MEDIDA.PER_100000,ES,24.68
2017,UNIDAD_MEDIDA.PER_100000,ES70,20.7
2018,UNIDAD_MEDIDA.PER_100000,ES,24.98
2018,UNIDAD_MEDIDA.PER_100000,ES70,24.11
2019,UNIDAD_MEDIDA.PER_100000,ES,27.4
2019,UNIDAD_MEDIDA.PER_100000,ES70,24.1
2020,UNIDAD_MEDIDA.PER_100000,ES,21.35
2020,UNIDAD_MEDIDA.PER_100000,ES70,20.71
2021,UNIDAD_MEDIDA.PER_100000,ES,27.08
2021,UNIDAD_MEDIDA.PER_100000,ES70,23.72
2022,UNIDAD_MEDIDA.PER_100000,ES,29.08
2022,UNIDAD_MEDIDA.PER_100000,ES70,22.49
