Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,99.20
2011,UNIDAD_MEDIDA.PT,ES,98.80
2012,UNIDAD_MEDIDA.PT,ES,98.00
2013,UNIDAD_MEDIDA.PT,ES,97.90
2014,UNIDAD_MEDIDA.PT,ES,97.30
2015,UNIDAD_MEDIDA.PT,ES,98.10
2016,UNIDAD_MEDIDA.PT,ES,98.20
2017,UNIDAD_MEDIDA.PT,ES,95.90
2018,UNIDAD_MEDIDA.PT,ES,98.80
2019,UNIDAD_MEDIDA.PT,ES,98.90
2020,UNIDAD_MEDIDA.PT,ES,98.90
2021,UNIDAD_MEDIDA.PT,ES,98.30
2022,UNIDAD_MEDIDA.PT,ES,98.60
2010,UNIDAD_MEDIDA.PT,ES70,98.90
2011,UNIDAD_MEDIDA.PT,ES70,95.80
2012,UNIDAD_MEDIDA.PT,ES70,96.20
2013,UNIDAD_MEDIDA.PT,ES70,96.10
2014,UNIDAD_MEDIDA.PT,ES70,97.60
2015,UNIDAD_MEDIDA.PT,ES70,98.70
2016,UNIDAD_MEDIDA.PT,ES70,97.90
2017,UNIDAD_MEDIDA.PT,ES70,98.70
2018,UNIDAD_MEDIDA.PT,ES70,98.30
2019,UNIDAD_MEDIDA.PT,ES70,97.40
2020,UNIDAD_MEDIDA.PT,ES70,97.30
2021,UNIDAD_MEDIDA.PT,ES70,96.00
2022,UNIDAD_MEDIDA.PT,ES70,95.80
