Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,102.70
2011,UNIDAD_MEDIDA.PT,ES,100.80
2012,UNIDAD_MEDIDA.PT,ES,98.55
2013,UNIDAD_MEDIDA.PT,ES,100.40
2014,UNIDAD_MEDIDA.PT,ES,105.00
2015,UNIDAD_MEDIDA.PT,ES,106.50
2016,UNIDAD_MEDIDA.PT,ES,102.80
2017,UNIDAD_MEDIDA.PT,ES,99.75
2018,UNIDAD_MEDIDA.PT,ES,99.82
2019,UNIDAD_MEDIDA.PT,ES,102.80
2020,UNIDAD_MEDIDA.PT,ES,93.68
2021,UNIDAD_MEDIDA.PT,ES,100.20
2010,UNIDAD_MEDIDA.PT,ES70,110.80
2011,UNIDAD_MEDIDA.PT,ES70,112.90
2012,UNIDAD_MEDIDA.PT,ES70,105.10
2013,UNIDAD_MEDIDA.PT,ES70,99.65
2014,UNIDAD_MEDIDA.PT,ES70,110.00
2015,UNIDAD_MEDIDA.PT,ES70,101.10
2016,UNIDAD_MEDIDA.PT,ES70,100.20
2017,UNIDAD_MEDIDA.PT,ES70,97.64
2018,UNIDAD_MEDIDA.PT,ES70,95.19
2019,UNIDAD_MEDIDA.PT,ES70,95.33
2020,UNIDAD_MEDIDA.PT,ES70,91.66
2021,UNIDAD_MEDIDA.PT,ES70,96.74
2022,UNIDAD_MEDIDA.PT,ES70,101.60
