Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR,ES,14.17
2011,UNIDAD_MEDIDA.EUR,ES,11.23
2012,UNIDAD_MEDIDA.EUR,ES,9.21
2013,UNIDAD_MEDIDA.EUR,ES,8.54
2014,UNIDAD_MEDIDA.EUR,ES,8.60
2015,UNIDAD_MEDIDA.EUR,ES,9.29
2016,UNIDAD_MEDIDA.EUR,ES,7.14
2017,UNIDAD_MEDIDA.EUR,ES,9.12
2018,UNIDAD_MEDIDA.EUR,ES,8.88
2019,UNIDAD_MEDIDA.EUR,ES,10.01
2020,UNIDAD_MEDIDA.EUR,ES,10.57
2021,UNIDAD_MEDIDA.EUR,ES,12.77
2022,UNIDAD_MEDIDA.EUR,ES,10.83
2010,UNIDAD_MEDIDA.EUR,ES70,4.48
2011,UNIDAD_MEDIDA.EUR,ES70,3.97
2012,UNIDAD_MEDIDA.EUR,ES70,2.48
2013,UNIDAD_MEDIDA.EUR,ES70,2.17
2014,UNIDAD_MEDIDA.EUR,ES70,2.53
2015,UNIDAD_MEDIDA.EUR,ES70,2.55
2016,UNIDAD_MEDIDA.EUR,ES70,2.66
2017,UNIDAD_MEDIDA.EUR,ES70,4.62
2018,UNIDAD_MEDIDA.EUR,ES70,8.87
2019,UNIDAD_MEDIDA.EUR,ES70,6.69
2020,UNIDAD_MEDIDA.EUR,ES70,5.16
2021,UNIDAD_MEDIDA.EUR,ES70,5.06
